Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,et
Procellaria westlandica,Westland Petrel,wespet1,973,FALSE,mets-tormilind
Procellaria parkinsoni,Black Petrel,parpet1,203926781,FALSE,must-tormilind
Ardenna pacifica,Wedge-tailed Shearwater,wetshe,1805,FALSE,kiilsaba-tormilind
Ardenna bulleri,Buller's Shearwater,bulshe,642289063,FALSE,tuhkur-tormilind
Ardenna tenuirostris,Short-tailed Shearwater,shtshe,23705881,FALSE,austraalia tormilind
Ardenna grisea,Sooty Shearwater,sooshe,411503791,FALSE,Peegel-tormilind
Ardenna gravis,Great Shearwater,greshe,631614974,FALSE,Mustkõht-tormilind
Ardenna carneipes,Flesh-footed Shearwater,flfshe,83329251,FALSE,kahkjalg-tormilind
Ardenna creatopus,Pink-footed Shearwater,pifshe,251662431,FALSE,tšiili tormilind
Calonectris leucomelas,Streaked Shearwater,strshe,640562711,FALSE,jaapani tormilind
Calonectris diomedea,Scopoli's Shearwater,scoshe1,203889001,FALSE,portugali tormilind/atlantise tormilind/tuhkpea-tormilind
Calonectris borealis,Cory's Shearwater,corshe1,395441421,FALSE,portugali tormilind/atlantise tormilind/tuhkpea-tormilind
Calonectris edwardsii,Cape Verde Shearwater,cavshe1,548629261,FALSE,tuhkpea-tormilind
Puffinus nativitatis,Christmas Shearwater,chrshe,486349651,FALSE,polüneesia tormilind
Puffinus subalaris,Galapagos Shearwater,audshe3,167090471,FALSE,galápagose tormilind
Puffinus gavia,Fluttering Shearwater,flushe1,364540941,FALSE,rand-tormilind
Puffinus huttoni,Hutton's Shearwater,hutshe1,997,FALSE,mägi-tormilind
Puffinus opisthomelas,Black-vented Shearwater,bkvshe,407551811,FALSE,kalifornia tormilind
Puffinus bryani,Bryan's Shearwater,bryshe1,,FALSE,
Puffinus newelli,Newell's Shearwater,towshe2,352724641,FALSE,kauai tormilind
Puffinus auricularis,Townsend's Shearwater,towshe1,450757401,FALSE,valgelaik-tormilind
Puffinus bailloni,Tropical Shearwater,troshe5,566340151,FALSE,mustselg-tormilind
Puffinus persicus,Persian Shearwater,pershe1,,FALSE,pärsia tormilind
Puffinus bannermani,Bannerman's Shearwater,troshe4,,FALSE,bonini tormilind
Puffinus puffinus,Manx Shearwater,manshe,540155541,TRUE,põhja-tormilind
Puffinus yelkouan,Yelkouan Shearwater,levshe1,310771,TRUE,vahemere tormilind
Puffinus mauretanicus,Balearic Shearwater,balshe1,513102161,FALSE,baleaari tormilind
Puffinus elegans,Subantarctic Shearwater,litshe4,647560772,FALSE,
Puffinus assimilis,Little Shearwater,litshe8,364541351,FALSE,väike-tormilind
Puffinus lherminieri,Audubon's Shearwater,audshe,42998,FALSE,troopika-tormilind
P. l. baroli,Macaronesian Shearwater,,,FALSE,
Puffinus heinrothi,Heinroth's Shearwater,heishe1,,FALSE,pisi-tormilind
Pseudobulweria macgillivrayi,Fiji Petrel,fijpet1,,FALSE,fidži tormilind
Pseudobulweria aterrima,Mascarene Petrel,maspet1,645939935,FALSE,maskareeni tormilind
Pseudobulweria becki,Beck's Petrel,becpet1,,FALSE,saalomonisaarte tormilind
Pseudobulweria rostrata,Tahiti Petrel,tahpet1,644101393,FALSE,valgekõht-tormilind
Bulweria bulwerii,Bulwer's Petrel,bulpet,969,FALSE,nõgi-tormilind
Bulweria fallax,Jouanin's Petrel,joupet,,FALSE,araabia tormilind
†Bulweria bifax,Small St Helena Petrel,,,FALSE,
Pelecanoides garnotii,Peruvian Diving-petrel,pedpet1,85076351,FALSE,peruu torminiglas
Pelecanoides magellani,Magellanic Diving-petrel,madpet1,616124707,FALSE,kaelus-torminiglas
Pelecanoides georgicus,South Georgia Diving-petrel,sgdpet1,,FALSE,väike-torminiglas
Pelecanoides urinatrix,Common Diving-petrel,codpet1,360506441,FALSE,tõmmu-torminiglas
HYDROBATIDAE,Northern Storm-petrels,,,FALSE,tormipääsu sp.
Hydrobates pelagicus,European Storm-petrel,bripet,639707083,FALSE,Atlandi tormipääsu
H.p. pelagicus,European Storm-petrel,bripet,639707083,FALSE,
H. p. melitensis,Mediterranean Storm-petrel,,,FALSE,
Hydrobates castro,Band-rumped Storm-petrel,barpet,631411075,FALSE,tõmmu-tormipääsu
Hydrobates monteiroi,Monteiro's Storm-petrel,monstp1,639768310,FALSE,Assoori tormipääsu
Hydrobates matsudairae,Matsudaira's Storm-petrel,maspet2,,FALSE,ränd-tormipääsu
Hydrobates melania,Black Storm-petrel,bkspet,138130,FALSE,must-tormipääsu
Hydrobates homochroa,Ashy Storm-petrel,asspet,185056821,FALSE,tuhk-tormipääsu
Hydrobates microsoma,Least Storm-petrel,lsspet,138122,FALSE,pisi-tormipääsu
Hydrobates tethys,Wedge-rumped Storm-petrel,wrspet,614442214,FALSE,valgesaba-tormipääsu
Hydrobates leucorhous,Leach's Storm-petrel,lcspet,120441,FALSE,põhja-tormipääsu
Hydrobates monorhis,Swinhoe's Storm-petrel,swspet,190995891,FALSE,jaapani tormipääsu
Hydrobates macrodactylus,Guadalupe Storm-petrel,guspet,,FALSE,guadalupe tormipääsu
Hydrobates tristrami,Tristram's Storm-petrel,trspet,627887459,FALSE,havai tormipääsu
Hydrobates markhami,Markham's Storm-petrel,maspet,223861,FALSE,peruu tormipääsu
Hydrobates furcatus,Fork-tailed Storm-petrel,ftspet,132029,FALSE,hele-tormipääsu
Hydrobates hornbyi,Ringed Storm-petrel,rispet1,622065252,FALSE,kaelus-tormipääsu
DIOMEDEIDAE,Albatrosses,,,FALSE,
Diomedea sanfordi,Northern Royal Albatross,royalb3,9232,FALSE,regent-albatross
Diomedea epomophora,Southern Royal Albatross,royalb2,204018211,FALSE,regent-albatross/kuning-albatross
Diomedea exulans,Wandering Albatross,wanalb1,42306,TRUE,rändalbatross
Diomedea antipodensis,Antipodean Albatross,antalb1,203922111,FALSE,väike-rändalbatross
Diomedea amsterdamensis,Amsterdam Albatross,wanalb5,,FALSE,pruunpugu-albatross
Diomedea dabbenena,Tristan Albatross,wanalb3,,FALSE,atlandi rändalbatross
Phoebetria fusca,Sooty Albatross,sooalb1,,FALSE,nõgialbatross
Phoebetria palpebrata,Light-mantled Albatros,limalb1,242423601,FALSE,tuhkalbatross
Phoebastria irrorata,Waved Albatross,wavalb,203698321,FALSE,galápagose albatross
Phoebastria nigripes,Black-footed Albatross,bkfalb,32592,FALSE,tõmmualbatross
Phoebastria immutabilis,Laysan Albatross,layalb,486076821,FALSE,mask-albatross
Phoebastria albatrus,Short-tailed Albatross,shtalb,620737952,FALSE,kuldpea-albatross
Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatros,yenalb2,204749,FALSE,salealbatross/pudualbatross
Thalassarche carteri,Indian Yellow-nosed Albatros,yenalb3,623103689,FALSE,pudualbatross
Thalassarche chrysostoma,Grey-headed Albatross,gyhalb,204019821,FALSE,hallpea-albatross
Thalassarche melanophris,Black-browed Albatross,bkbalb,402964471,FALSE,mustkulm-albatross
Thalassarche impavida,Campbell Albatross,,,FALSE,mustkulm-albatross (ssp. impavida)
Thalassarche bulleri,Buller's Albatross,bulalb2,203919801,FALSE,tanualbatross
Thalassarche cauta,Shy Albatross,whcalb1,117957991,FALSE,pagualbatross/kahknokk-pagualbatross/chathami pagualbatross
Thalassarche steadi,White-capped Albatross,whcalb1,117957991,FALSE,
Thalassarche eremita,Chatham Albatross,shyalb2,630984083,FALSE,chathami pagualbatross
Thalassarche salvini,Salvin's Albatross,salalb1,614726141,FALSE,kahknokk-pagualbatross
PROCELLARIDAE,Petrels Shearwaters,,,FALSE,
Macronectes halli,Northern Giant Petrel,norgip1,31374291,FALSE,rait-tormilind
Macronectes gigantheus,Southern Giant Petrel,,,FALSE,
Fulmarus glacialis,Northern Fulmar,norful,619661932,FALSE,Jää-tormilind
Fulmarus glacialoides,Southern Fulmar,souful1,204017051,FALSE,hõbe-tormilind
Thalassoica antarctica,Antarctic Petrel,antpet1,34876001,FALSE,antarktika tormilind
Daption capense,Cape Petrel,cappet,203971921,FALSE,kirju-tormilind
Pagodroma nivea,Snow Petrel,snopet1,42315,FALSE,lumi-tormilind
Halobaena caerulea,Blue Petrel,blupet1,488346561,FALSE,sini-tormilind
Pachyptila vittata,Broad-billed Prion,brbpri1,153841911,FALSE,mustnokk-vaalalind
Pachyptila salvini,Salvin's Prion,salpri2,102177,FALSE,crozet' vaalalind
Pachyptila desolata,Antarctic Prion,dovpri1,418089501,FALSE,kaelus-vaalalind
Pachyptila belcheri,Slender-billed Prion,slbpri1,203976191,FALSE,mask-vaalalind
Pachyptila turtur,Fairy Prion,faipri1,496565661,FALSE,haldjas-vaalalind
Pachyptila crassirostris,Fulmar Prion,fulpri1,,FALSE,jämenokk-vaalalind
Aphrodroma brevirostris,Kerguelen Petrel,kerpet2,604653221,FALSE,läik-tormilind
†Pterodroma rupinarum,Large St Helena Petrel,,,FALSE,
Pterodroma leucoptera,White-winged Petrel,goupet1,145356071,FALSE,melaneesia tormilind
Pterodroma brevipes,Collared Petrel,colpet1,,FALSE,kaelus-tormilind
Pterodroma defilippiana,Masatierra Petrel,maspet3,432035321,FALSE,kahk-tormilind
Pterodroma longirostris,Stejneger's Petrel,stepet,650725749,FALSE,krae-tormilind
CICONIIFORMES,,,,FALSE,
CICONIIDAE,Storks,,,FALSE,
Platalea flavipes,Yellow-billed Spoonbill,yebspo1,617415868,FALSE,kold-luitsnokkiibis
Platalea ajaja,Roseate Spoonbill,rosspo1,111605261,TRUE,roosa-luitsnokkiibis
Platalea alba,African Spoonbill,afrspo1,2429,FALSE,aafrika luitsnokk-iibis
Platalea leucorodia,Eurasian Spoonbill,eurspo1,255476691,FALSE,luitsnokk-iibis
Platalea minor,Black-faced Spoonbill,blfspo1,614320390,FALSE,väike-luitsnokkiibis
Platalea regia,Royal Spoonbill,royspo1,431749911,TRUE,mask-luitsnokkiibis
†Threskiornis solitarius,Reunion Ibis,reusol1,,FALSE,
Threskiornis aethiopicus,African Sacred Ibis,sacibi2,612739077,FALSE,pühaiibis
Threskiornis bernieri,Madagascar Sacred Ibis,sacibi3,,FALSE,valgesilm-iibis
Threskiornis melanocephalus,Black-headed Ibis,blhibi1,218926471,FALSE,idaiibis
Threskiornis moluccus,Australian Ibis,ausibi1,608383709,TRUE,lõunaiibis
Threskiornis spinicollis,Straw-necked Ibis,stnibi1,620615757,FALSE,kaelus-iibis
Pseudibis papillosa,Red-naped Ibis,renibi1,625429183,FALSE,nõgi-iibis
Pseudibis davisoni,White-shouldered Ibis,whsibi1,202950961,FALSE,valgeõlg-iibis
Pseudibis gigantea,Giant Ibis,giaibi1,203912241,FALSE,hiidiibis
Geronticus eremita,Northern Bald Ibis,waldra1,592841121,FALSE,kaljuiibis
Geronticus calvus,Southern Bald Ibis,balibi1,618896969,FALSE,kiilasiibis
Nipponia nippon,Japanese Crested Ibis,creibi1,204009261,TRUE,tuttiibis
Bostrychia olivacea,Olive Ibis,oliibi2,24699,FALSE,kähar-metsiibis
Bostrychia bocagei,Dwarf Ibis,oliibi3,642874134,FALSE,são tomé metsiibis
Bostrychia rara,Spot-breasted Ibis,spbibi1,203909981,FALSE,täpik-metsiibis
Bostrychia hagedash,Hadada Ibis,hadibi1,118635781,FALSE,naeruiibis
Bostrychia carunculata,Wattled Ibis,watibi1,33652631,FALSE,lottiibis
Theristicus caerulescens,Plumbeous Ibis,pluibi1,217402,FALSE,halliibis
Theristicus caudatus,Buff-necked Ibis,bunibi1,386555711,FALSE,väljaiibis
Theristicus branickii,Andean Ibis,bkfibi2,623735036,FALSE,puuna-habeiibis
Theristicus melanopis,Black-faced Ibis,bkfibi1,613422802,FALSE,habeiibis/puuna-habeiibis
Cercibis oxycerca,Sharp-tailed Ibis,shtibi1,204008441,FALSE,händiibis
Mesembrinibis cayennensis,Green Ibis,greibi1,386484411,FALSE,selvaiibis
Phimosus infuscatus,Bare-faced Ibis,bafibi1,700372,FALSE,võsaiibis
Eudocimus albus,White Ibis,whiibi,414716841,FALSE,valgeiibis (valge-lääsiibis)
Eudocimus ruber,Scarlet Ibis,scaibi,287292,TRUE,punaiibis (puna-lääsiibis)
Plegadis falcinellus,Glossy Ibis,gloibi,483529141,FALSE,tõmmuiibis/prill-iibis
Plegadis chihi,White-faced Ibis,whfibi,45304,TRUE,prill-iibis
Plegadis ridgwayi,Puna Ibis,punibi1,630983875,FALSE,mägi-iibis
Ixobrychus involucris,Stripe-backed Bittern,stbbit1,650030086,FALSE,tarna-väikehüüp
Ixobrychus exilis,Least Bittern,leabit,343195121,FALSE,ameerika väikehüüp
Ixobrychus minutus,Common Little Bittern,,,TRUE,
Ixobrychus dubius,Australian Little Bittern,,,FALSE,austraalia väikehüüp
†Ixobrychus novaezelandiae,New Zealand Little Bittern,,,FALSE,
Ixobrychus sinensis,Yellow Bittern,yelbit,118532871,TRUE,kold-väikehüüp
Ixobrychus eurhythmus,Schrenck's Bittern,schbit1,249177801,FALSE,ida-väikehüüp
Ixobrychus cinnamomeus,Cinnamon Bittern,cinbit1,469399211,FALSE,puna-väikehüüp
Ixobrychus sturmii,Dwarf Bittern,dwabit1,556069011,FALSE,ojahüüp
Ixobrychus flavicollis,Black Bittern,blabit1,80886201,FALSE,musthüüp
Gorsachius magnificus,White-eared Night-heron,,,FALSE,bambuse-ööhaigur
Gorsachius goisagi,Japanese Night-heron,janher1,313766411,FALSE,pruun-ööhaigur
Gorsachius melanolophus,Malayan Night-heron,manher1,357924411,FALSE,ida-ööhaigur
Calherodius leuconotus,White-backed Night-heron,wbnher1,232809731,FALSE,prill-ööhaigur
†Nycticorax duboisi,Reunion Night-heron,,,FALSE,
†Nycticorax mauritianus,Mauritius Night-heron,,,FALSE,
†Nycticorax megacephalus,Rodrigues Night-heron,,,FALSE,
Nycticorax nycticorax,Black-crowned Night-heron,bcnher,170695891,TRUE,Ööhaigur
Nycticorax caledonicus,Rufous Night-heron,runher1,203893961,TRUE,puna-ööhaigur
Nyctanassa violacea,Yellow-crowned Night-heron,ycnher,573915741,FALSE,krabi-ööhaigur
†Nyctanassa carcinocatactes,Bermuda Night-heron,,,FALSE,
Butorides striata,Green-becked Heron,strher2,626103937,FALSE,väikehaigur
B. s. virescens,Green Heron,grnher,28887711,TRUE,
Ardeola ralloides,Squacco Heron,squher1,275088,TRUE,koldhaigur e. tiigihaigur
Ardeola grayii,Indian Pond-heron,inpher1,204025081,FALSE,india tiigihaigur
Ardeola bacchus,Chinese Pond-heron,chpher1,633513351,FALSE,hiina tiigihaigur
Ardeola speciosa,Javan Pond-heron,japher1,182986521,FALSE,sunda tiigihaigur
Ardeola idae,Madagascar Pond-heron,mapher1,,FALSE,madagaskari tiigihaigur
Ardeola rufiventris,Rufous-bellied Heron,rubher2,468924231,FALSE,paduhaigur
Bubulcus ibis,Cattle Egret,,,FALSE,
Ardea cinerea,Grey Heron,graher1,572679021,TRUE,Hallhaigur
A. c. monicae,Mauritanian Heron,,,FALSE,
Ardea herodias,Great Blue Heron,grbher3,92488041,TRUE,ameerika hallhaigur
Ardea cocoi,Cocoi Heron,cocher1,622578785,TRUE,koko-hallhaigur
Ardea pacifica,White-necked Heron,pacher1,26960621,FALSE,valgepea-haigur
Ardea melanocephala,Black-headed Heron,blhher1,2047,FALSE,savannihaigur
Ardea humbloti,Madagascar Heron,humher1,97401,FALSE,tuhkhaigur
Ardea insignis,White-bellied Heron,whbher2,635898089,FALSE,terai-haigur
Ardea sumatrana,Great-billed Heron,grbher2,203887551,FALSE,mangroovihaigur
Ardea goliath,Goliath Heron,golher1,2028,FALSE,koljathaigur
Ardea purpurea,Purple Heron,purher1,239512061,TRUE,Purpurhaigur
A. p. bournei,Cape Verde Heron,,,FALSE,
Ardea alba,Great White Egret,greegr,23692051,TRUE,Hõbehaigur
Ardea brachyrhyncha,Yellow-billed Egret,integr3,588972951,FALSE,aafrika väike-hõbehaigur
Ardea intermedia,Intermediate Egret,integr1,451056611,FALSE,väike-hõbehaigur
Ardea plumifera,Plumed Egret,integr2,616099067,FALSE,austraalia väike-hõbehaigur
Syrigma sibilatrix,Whistling Heron,whiher1,305861861,FALSE,vilehaigur
Pilherodius pileatus,Capped Heron,capher1,55826,FALSE,tanuhaigur
Egretta picata,Pied Heron,pieher2,356474971,FALSE,valgekael-haigur
Egretta novaehollandiae,White-faced Heron,whfher1,467923001,TRUE,valgepõsk-haigur
Egretta rufescens,Reddish Egret,redegr,217438751,FALSE,tantsuhaigur
Egretta ardesiaca,Black Heron,blaher1,276836,FALSE,nõgihaigur
Egretta vinaceigula,Slaty Egret,slaegr1,,FALSE,punakurk-haigur
Egretta tricolor,Tricolored Heron,triher,299780361,FALSE,mudahaigur
Egretta caerulea,Little Blue Heron,libher,134113,TRUE,sinihaigur
Egretta thula,Snowy Egret,snoegr,104850961,TRUE,ameerika siidhaigur
Egretta garzetta,Little Egret,litegr,203905331,TRUE,siidhaigur
Egretta gularis,Western Reef-egret,werher,279509,FALSE,rand-siidhaigur
E. g. dimorpha,Madagascar Reef-egret,,,FALSE,
Egretta sacra,Eastern Reef-egret,pacreh1,627488742,FALSE,rifi-siidhaigur
Egretta eulophotes,Chinese Egret,chiegr,588736301,FALSE,hiina siidhaigur
Zonerodius heliosylus,Forest Bittern,forbit1,,FALSE,paapua tiigerhüüp
Tigriornis leucolopha,White-crested Tiger-heron,whcbit1,629592260,FALSE,aafrika tiigerhüüp
Tigrisoma lineatum,Rufescent Tiger-heron,ruther1,389217521,TRUE,soo-tiigerhüüp
Tigrisoma fasciatum,Fasciated Tiger-heron,father1,609810733,FALSE,jõgi-tiigerhüüp
Tigrisoma mexicanum,Bare-throated Tiger-heron,btther1,366754881,FALSE,suur-tiigerhüüp
Agamia agami,Agami Heron,agaher1,621417455,FALSE,odahaigur
Cochlearius cohlearius,Boat-billed Heron,bobher1,167843611,TRUE,
Zebrilus undulatus,Zigzag Heron,zigher1,203932001,FALSE,viirhüüp
Botaurus stellaris,Eurasian Bittern,grebit1,198496211,FALSE,Hüüp
Botaurus poiciloptilus,Australasian Bittern,ausbit1,484545911,FALSE,lõunahüüp
Leptoptilos crumenifer,Marabou,marsto1,276890,FALSE,marabu
Leptoptilos dubius,Greater Adjutant,greadj1,96546191,TRUE,india marabu (argala)
Leptoptilos javanicus,Lesser Adjutant,lesadj1,622347685,FALSE,väikemarabu
Mycteria americana,Wood Stork,woosto,621953704,TRUE,muda-toonekurg
Mycteria ibis,Yellow-billed Stork,yebsto1,2410,FALSE,roosa-toonekurg
Mycteria leucocephala,Painted Stork,paisto1,275767441,FALSE,ehis-toonekurg
Mycteria cinerea,Milky Stork,milsto1,,FALSE,rand-toonekurg
Anastomus oscitans,Asian Openbill,asiope1,283406,FALSE,valge-irvnokk
Anastomus lamelligerus,African Openbill,afrope1,2288,FALSE,must-irvnokk
Ciconia nigra,Black Stork,blasto1,620071179,TRUE,Must-toonekurg
Ciconia abdimii,Abdim's Stork,abdsto1,2290,FALSE,savanni-toonekurg
Ciconia microscelis,African Woollyneck,wonsto2,,FALSE,aafrika villkael-toonekurg
Ciconia episcopus,Asian Woollyneck,wonsto1,331652821,FALSE,villkael-toonekurg
Ciconia stormi,Storm's Stork,stosto1,,FALSE,sunda toonekurg
Ciconia maguari,Maguari Stork,magsto1,167207521,FALSE,roo-toonekurg
Ciconia ciconia,White Stork,whisto1,346474191,TRUE,valge-toonekurg
Ciconia boyciana,Oriental Stork,oristo1,611711158,FALSE,ida-toonekurg
Jabiru mycteria,Jabiru,jabiru,203988251,TRUE,jabiru-toonekurg
Ephippiorhynchus asiaticus,Black-necked Stork,blnsto1,611963363,FALSE,pugal-toonekurg
Ephippiorhynchus senegalensis,Saddlebill,sabsto1,2292,FALSE,sadulnokk-toonekurg
PELECANIFORMES,,,,FALSE,
THRESKIORNITHIDAE,Ibises Spoonbills,,,FALSE,iibis sp.
BALAENICIPITIDAE,Shoebill,shoebi1,609060536,FALSE,
Balaeniceps rex,Shoebill,shoebi1,609060536,FALSE,kingnokk
PELECANIDAE,Pelicans,,,FALSE,
Pelecanus crispus,Dalmatian Pelican,dalpel1,635590775,FALSE,käharpelikan
Pelecanus philippensis,Spot-billed Pelican,spbpel1,283403,FALSE,täpiknokk-pelikan
Pelecanus rufescens,Pink-backed Pelican,pibpel1,23927,FALSE,puispelikan
Pelecanus conspicillatus,Australian Pelican,auspel1,636864106,FALSE,austraalia pelikan
Pelecanus onocrotalus,Great White Pelican,grwpel1,628976453,FALSE,pelikan e. roosapelikan
Pelecanus occidentalis,Brown Pelican,brnpel,45486,TRUE,pruunpelikan
Pelecanus thagus,Peruvian Pelican,perpel1,620085150,FALSE,guaanopelikan (lõuna-pruunpelikan)
Pelecanus erythrorhynchos,American White Pelican,amwpel,1988,TRUE,sarvnokk-pelikan
Burhinus oedicnemus,Eurasian Thick-knee,eutkne1,203693741,FALSE,jämejalg
Burhinus indicus,Indian Thick-knee,indthk1,499367661,FALSE,
Burhinus senegalensis,Senegal Thick-knee,setkne1,203896811,FALSE,jõgi-jämejalg
Burhinus vermiculatus,Water Thick-knee,watkne1,21585161,FALSE,kalda-jämejalg
Burhinus capensis,Spotted Thick-knee,sptkne1,122324571,FALSE,täpik-jämejalg
Burhinus bistriatus,Double-striped Thick-knee,dstkne,83896391,FALSE,rohtla-jämejalg
Burhinus superciliaris,Peruvian Thick-knee,petkne1,31747101,FALSE,peruu jämejalg
Burhinus grallarius,Bush Thick-knee,butkne1,270870591,FALSE,rand-jämejalg
Esacus recurvirostris,Great Thick-knee,grtkne1,644353144,FALSE,india jämejalg
Esacus magnirostris,Beach Thick-knee,beathk1,631237163,FALSE,austraalia jämejalg
SULIFORMES,,,,FALSE,
FREGATIDAE,Frigatebirds,,,FALSE,
Fregata ariel,Lesser Frigatebird,lesfri,203906351,TRUE,väike-fregattlind
Fregata minor,Great Frigatebird,grefri,133751911,FALSE,kuning-fregattlind
Fregata andrewsi,Christmas Frigatebird,chifri1,,FALSE,jõulusaare fregattlind
Fregata magnificens,Magnificent Frigatebird,magfri,134167,TRUE,keiser-fregattlind
Fregata aquila,Ascension Frigatebird,asifri1,31641421,FALSE,ascensioni fregattlind
CHIONIDIDAE,Sheathbills,,,FALSE,
SULIDAE,Gannets Boobies,,,FALSE,
Chionis albus,Snowy Sheathbill,snoshe2,203971911,FALSE,lääne-tuppnokk
Chionis minor,Black-faced Sheathbill,blfshe1,,FALSE,ida-tuppnokk
Papasula abbotti,Abbott's Booby,abbboo2,610929267,TRUE,metssuula
Morus bassanus,Northern Gannet,norgan,203907621,TRUE,Suula
Morus capensis,Cape Gannet,capgan1,204018591,FALSE,kapi suula
Morus serrator,Australasian Gannet,ausgan1,203924241,FALSE,austraalia suula
Sula sula,Red-footed Booby,refboo,203897691,FALSE,punajalg-suula
Sula leucogaster,Brown Booby,brnboo,640329768,FALSE,pruunsuula
Sula nebouxii,Blue-footed Booby,bfoboo,550381801,TRUE,sinijalg-suula
Sula variegata,Peruvian Booby,perboo1,313359421,FALSE,guaanosuula
Sula dactylatra,Masked Booby,masboo,366505461,FALSE,masksuula/suur-masksuula
Sula granti,Nazca Booby,nazboo1,31543,FALSE,suur-masksuula
PLUVIANELLIDAE,Magellanic Plover,magplo1,42753541,FALSE,
Pluvianellus socialis,Magellanic Plover,magplo1,42753541,FALSE,tulemaa tüll
PLUVIANIDAE,Egyptian Plover,egyplo1,144842211,FALSE,
Pluvianus aegyptius,Egyptian Plover,egyplo1,144842211,FALSE,krokodillilind
HAEMATOPODIDAE,Oystercatchers,,,FALSE,
PHALACROCORACIDAE,Cormorants,,,FALSE,
Haematopus leucopodus,Magellanic Oystercatcher,magoys1,613741897,FALSE,patagoonia merisk
Haematopus ater,Blackish Oystercatcher,blaoys1,203976141,FALSE,lõuna-mustmerisk
H. a. bachmani,American Black Oystercatcher,,,FALSE,
Haematopus palliatus,American Oystercatcher,ameoys,63003121,TRUE,ameerika merisk
†Haematopus meadewaldoi,Canarian Oystercatcher,canoys1,,FALSE,
Haematopus moquini,African Oystercatcher,afroys1,637195187,FALSE,aafrika mustmerisk
Haematopus ostralegus,Eurasian Oystercatcher,euroys1,437821801,FALSE,merisk (harilik merisk)
Haematopus longirostris,Pied Oystercatcher,pieoys1,636864383,FALSE,austraalia merisk
