Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,de
Clamator glandarius,Great Spotted Cuckoo,grscuc1,59209431,FALSE,Häherkuckuck
Coccycua minuta,Little Cuckoo,litcuc2,303630481,FALSE,Rötelkuckuck
Coccycua pumila,Dwarf Cuckoo,dwacuc1,71989,FALSE,Zwergkuckuck
Coccycua cinerea,Ash-colored Cuckoo,asccuc1,613645477,FALSE,Graukehlkuckuck
Piaya mexicana,Mexican Squirrel-cuckoo,squcuc2,109209,FALSE,Mexiko-Eichhornkuckuck
Piaya cayana,Squirrel Cuckoo,squcuc1,373492111,TRUE,Eichhorn-/Schwarzbauchkuckuck
Piaya melanogaster,Black-bellied Cuckoo,blbcuc1,203919001,FALSE,Schwarzbauchkuckuck
Coccyzus americanus,Yellow-billed Cuckoo,yebcuc,634354421,TRUE,Gelbschnabelkuckuck
Coccyzus euleri,Pearly-breasted Cuckoo,pebcuc1,318062371,FALSE,Perlbrustkuckuck
Coccyzus minor,Mangrove Cuckoo,mancuc,100789631,FALSE,Mangrovekuckuck
Coccyzus ferrugineus,Cocos Cuckoo,coccuc1,512767411,FALSE,Cocoskuckuck
Coccyzus melacoryphus,Dark-billed Cuckoo,dabcuc1,132854,FALSE,Dunkelschnabelkuckuck
Coccyzus erythrophtalmus,Black-billed Cuckoo,bkbcuc,479617311,FALSE,Schwarzschnabelkuckuck
Coccyzus lansbergi,Grey-capped Cuckoo,gyccuc,203930011,FALSE,Graukappenkuckuck
Coccyzus pluvialis,Chestnut-bellied Cuckoo,chbcuc4,203886231,FALSE,Regenkuckuck
Coccyzus rufigularis,Bay-breasted Cuckoo,babcuc4,75700181,FALSE,Dominikanerkuckuck
Coccyzus merlini,Cuban Lizard-cuckoo,grelic1,203885341,FALSE,Eidechsenkuckuck
Coccyzus bahamensis,Bahama Lizard-cuckoo,,,FALSE,
Coccyzus vetula,Jamaican Lizard-cuckoo,jamlic1,203886271,FALSE,Jamaikakuckuck
Coccyzus longirostris,Hispaniolan Lizard-cuckoo,hislic1,181775701,FALSE,Hispaniolakuckuck
Coccyzus vieilloti,Puerto Rican Lizard-cuckoo,purlic1,204011811,FALSE,Puerto-Rico-Kuckuck
†Nannococcyx psix,St Helena Cuckoo,,,FALSE,
Pachycoccyx audeberti,Thick-billed Cuckoo,thbcuc1,586937891,FALSE,Dickschnabelkuckuck
Microdynamis parva,Dwarf Koel,dwakoe1,166190461,FALSE,Schwarzkappenkuckuck
Eudynamys scolopaceus,Asian Koel,asikoe2,85461311,TRUE,Indischer Koel
Eudynamys orientalis,Eastern Koel,asikoe3,44253641,FALSE,Pazifikkoel
Urodynamys taitensis,Long-tailed Koel,lotkoe1,203924211,FALSE,Langschwanzkoel
Scythrops novaehollandiae,Channel-billed Cuckoo,chbcuc2,191800241,FALSE,Nashornkuckuck
Chalcites megarhynchus,Long-billed Cuckoo,lobcuc1,628921068,FALSE,Langschnabelkuckuck
Chalcites basalis,Horsfield's Bronze-cuckoo,hobcuc1,643176739,TRUE,Rotschwanzkuckuck
Chalcites osculans,Black-eared Cuckoo,blecuc1,608848789,FALSE,Schwarzohrkuckuck
Chalcites ruficollis,Rufous-throated Bronze-cuckoo,rtbcuc1,203981571,FALSE,Rothals-Bronzekuckuck
Chalcites lucidus,Shinning Bronze-cuckoo,shbcuc1,265311091,FALSE,Glanzbronzekuckuck
Chalcites meyeri,White-eared Bronze-cuckoo,webcuc1,167078,FALSE,Rotschwingen-Bronzekuckuck
Chalcites minutillus,Little Bronze-cuckoo,libcuc1,549280871,FALSE,Grünscheitel-Bronzekuckuck
Chalcites crassirostris,Pied Bronze-cuckoo,litbrc5,203925991,FALSE,Dunkler Bronzekuckuck
Chrysococcyx maculatus,Asian Emerald Cuckoo,asecuc1,438463741,FALSE,Prachtkuckuck
Chrysococcyx xanthorhynchus,Violet Cuckoo,viocuc1,203955281,TRUE,Amethystkuckuck
Chrysococcyx flavigularis,Yellow-throated Cuckoo,yetcuc1,236554,FALSE,Gelbkehlkuckuck
Chrysococcyx klaas,Klaas's Cuckoo,klacuc1,8203,FALSE,Klaaskuckuck
Chrysococcyx cupreus,African Emerald Cuckoo,afecuc1,51431,FALSE,Smaragdkuckuck
Chrysococcyx caprius,Diederik Cuckoo,didcuc1,8593,FALSE,Goldkuckuck
Cacomantis castaneiventris,Chestnut-breasted Cuckoo,chbcuc3,204010961,FALSE,Rostbauchkuckuck
Cacomantis flabelliformis,Fan-tailed Cuckoo,fatcuc1,123962531,FALSE,Fächerschwanzkuckuck
Cacomantis sonneratii,Banded Bay Cuckoo,babcuc2,234136261,FALSE,Sonneratkuckuck
Cacomantis merulinus,Plaintive Cuckoo,placuc1,169228561,FALSE,Klage-/Graubauchkuckuck
Cacomantis passerinus,Grey-bellied Cuckoo,placuc3,326554521,FALSE,Graubauchkuckuck
Cacomantis variolosus,Brush Cuckoo,brucuc3,627159029,FALSE,Buschkuckuck
Cacomantis aeruginosus,Moluccan Cuckoo,molcuc1,615678054,FALSE,Molukkenkuckuck
Heteroscenes pallidus,Pallid Cuckoo,palcuc1,647554498,FALSE,Blasskuckuck
Caliechthrus leucolophus,White-crowned Cuckoo,whckoe1,203961631,FALSE,Weißscheitelkuckuck
Cercococcyx mechowi,Dusky Long-tailed Cuckoo,dltcuc1,94100,FALSE,Schweifkuckuck
Cercococcyx olivinus,Olive Long-tailed Cuckoo,oltcuc1,203974571,FALSE,Olivkuckuck
Cercococcyx montanus,Barred Long-tailed Cuckoo,bltcuc1,56526011,FALSE,Bergkuckuck
Surniculus dicruroides,Fork-tailed Drongo-cuckoo,asidrc2,358179801,FALSE,Gabelschwanz-Drongokuckuck
Surniculus lugubris,Square-tailed Drongo-cuckoo,asidrc3,203489841,FALSE,Geradschwanz-Drongokuckuck
Surniculus velutinus,Philippine Drongo-cuckoo,phidrc1,203894541,FALSE,Philippinendrongokuckuck
Surniculus musschenbroeki,Moluccan Drongo-cuckoo,asidrc4,700485,FALSE,Molukkendrongokuckuck
Hierococcyx bocki,Dark Hawk-cuckoo,larhac1,637366088,FALSE,Grausperberkuckuck
Hierococcyx sparverioides,Large Hawk-cuckoo,larhac2,240963151,FALSE,Sperber-/Grausperberkuckuck
Hierococcyx varius,Common Hawk-cuckoo,cohcuc1,284331471,FALSE,Wechselkuckuck
Hierococcyx vagans,Moustached Hawk-cuckoo,mohcuc1,203968431,FALSE,Bartkuckuck
Hierococcyx nisicolor,Whistling Hawk-cuckoo,hodhac1,323493911,FALSE,Pfeifkuckuck
Hierococcyx fugax,Malay Hawk-cuckoo,malhac1,463856681,FALSE,Fluchtkuckuck
Hierococcyx hyperythrus,Northern Hawk-cuckoo,nohcuc1,204001471,FALSE,Weißnackenkuckuck
Hierococcyx pectoralis,Philippine Hawk-cuckoo,phhcuc1,203894591,FALSE,Philippinenkuckuck
Cuculus crassirostris,Sulawesi Cuckoo,suhcuc1,700483,FALSE,Sulawesikuckuck
Cuculus solitarius,Red-chested Cuckoo,reccuc1,8273,FALSE,Einsiedlerkuckuck
Cuculus clamosus,Black Cuckoo,blacuc1,203948581,FALSE,Schwarzkuckuck
Cuculus micropterus,Indian Cuckoo,indcuc1,244271771,FALSE,Kurzflügelkuckuck
Cuculus canorus,Common Cuckoo,comcuc,144060371,TRUE,Kuckuck
Cuculus gularis,African Cuckoo,afrcuc1,277813,FALSE,Afrikakuckuck
Cuculus saturatus,Oriental Cuckoo,himcuc1,203902361,FALSE,Himalajakuckuck
Cuculus lepidus,Sunda Cuckoo,suncuc2,609673058,FALSE,Sundakuckuck
CUCULIFORMES,,,,FALSE,
CUCULIDAE,Cuckoos,,,FALSE,
Crotophaga major,Greater Ani,greani1,300752,FALSE,Riesenani
Crotophaga ani,Smooth-billed Ani,smbani,265597421,TRUE,Glattschnabelani
Crotophaga sulcirostrist,Groove-billed Ani,grbani,140225,FALSE,
Guira guira,Guira Cuckoo,guicuc1,216440,FALSE,Guirakuckuck
Tapera naevia,American Striped Cuckoo,strcuc1,410689341,FALSE,Streifenkuckuck
Dromococcyx phasianellus,Pheasant Cuckoo,phecuc1,211973891,FALSE,Fasanenkuckuck
Dromococcyx pavoninus,Pavonine Cuckoo,pavcuc1,362843521,FALSE,Pfauenkuckuck
Morococcyx erythropygus,Lesser Ground-cuckoo,legcuc1,177641251,FALSE,Drosselkuckuck
Geococcyx velox,Lesser Roadrunner,lesroa1,41271831,FALSE,Rennkuckuck
Geococcyx californianus,Greater Roadrunner,greroa,256178591,TRUE,Wegekuckuck
Neomorphus geoffroyi,Rufous-vented Ground-cuckoo,rvgcuc1,306543181,FALSE,Geoffroygrundkuckuck
Neomorphus radiolosus,Banded Ground-cuckoo,bagcuc1,648913142,FALSE,Bindengrundkuckuck
Neomorphus rufipennis,Rufous-winged Ground-cuckoo,rwgcuc1,384677891,FALSE,Rotschwingen-Grundkuckuck
Neomorphus pucheranii,Red-billed Ground-cuckoo,rbgcuc1,614325199,FALSE,Rotschnabel-Grundkuckuck
†Coua delalandei,Snail-eating Coua,snecou1,,FALSE,
Coua gigas,Giant Coua,giacou1,203978911,FALSE,Riesenseidenkuckuck
Coua coquereli,Coquerel's Coua,coqcou1,95476,FALSE,Coquerel-Seidenkuckuck
Coua serriana,Red-breasted Coua,rebcou1,203968581,FALSE,Rotbrust-Seidenkuckuck
Coua reynaudii,Red-fronted Coua,refcou1,503959221,FALSE,Rotstirn-Seidenkuckuck
Coua cursor,Running Coua,runcou1,646454620,FALSE,Gelbkehl-Seidenkuckuck
Coua ruficeps,Red-capped Coua,reccou2,95560,FALSE,Rostkappen-Seidenkuckuck
Coua olivaceiceps,Olive-capped Coua,reccou3,203930591,FALSE,Olivkappen-Seidenkuckuck
Coua cristata,Crested Coua,crecou1,100024,FALSE,Schopfseidenkuckuck
Coua pyropyga,Chestnut-vented Coua,,,FALSE,Schopfseidenkuckuck (pyropyga)
Coua verreauxi,Verreaux's Coua,vercou1,502290111,FALSE,Breitschopf-Seidenkuckuck
Coua caerulea,Blue Coua,blucou1,93557,FALSE,Blauseidenkuckuck
Carpococcyx radiceus,Bornean Ground-cuckoo,bogcuc1,203953801,FALSE,Laufkuckuck
Carpococcyx viridis,Sumatran Ground-cuckoo,sugcuc1,641636661,FALSE,Sumatrakuckuck
Carpococcyx renauldi,Coral-billed Ground-cuckoo,cbgcuc1,428444651,FALSE,Korallenschnabelkuckuck
Centropus milo,Buff-headed Coucal,buhcou1,203910191,FALSE,Blasskopfkuckuck
Centropus ateralbus,Pied Coucal,piecou1,203994681,FALSE,Weißkopfkuckuck
Centropus menbeki,Ivory-billed Coucal,grbcou1,203987971,FALSE,Weißschnabelkuckuck
Centropus chalybeus,Biak Coucal,biacou1,203997211,FALSE,Biakkuckuck
Centropus unirufus,Rufous Coucal,rufcou1,203999891,FALSE,Bambuskuckuck
Centropus chlororhynchus,Green-billed Coucal,grbcou2,204000631,FALSE,Ceylonkuckuck
Centropus melanops,Black-faced Coucal,blfcou1,203894331,FALSE,Maskenkuckuck
Centropus steerii,Black-hooded Coucal,blhcou1,555871721,FALSE,Mindorokuckuck
Centropus rectunguis,Short-toed Coucal,shtcou1,636991204,FALSE,Kurzspornkuckuck
Centropus celebensis,Bay Coucal,baycou1,203909081,FALSE,Celebeskuckuck
Centropus anselli,Gabon Coucal,gabcou1,609157444,FALSE,Ansellkuckuck
Centropus leucogaster,Black-throated Coucal,bltcou1,204006961,FALSE,Weißbauchkuckuck
Centropus senegalensis,Senegal Coucal,sencou1,203961431,FALSE,Spornkuckuck
Centropus monachus,Blue-headed Coucal,blhcou2,1358,FALSE,Blaukopfkuckuck
Centropus cupreicaudus,Coppery-tailed Coucal,cotcou1,597814511,FALSE,Kupferschwanzkuckuck
Centropus superciliosus,White-browed Coucal,whbcou2,8579,FALSE,Weißbrauen-/Burchellkuckuck
Centropus nigrorufus,Javan Coucal,suncou1,525811741,FALSE,Javakuckuck
Centropus sinensis,Greater Coucal,grecou1,407541021,FALSE,Heckenkuckuck
Centropus andamanensis,Andaman Coucal,andcou1,203955261,FALSE,Andamanenkuckuck
Centropus goliath,Goliath Coucal,golcou1,203906651,FALSE,Goliathkuckuck
Centropus toulou,Madagascar Coucal,madcou1,203970171,FALSE,Tulukuckuck
Centropus grillii,Black Coucal,blacou1,3084,FALSE,Grillkuckuck
Centropus viridis,Philippine Coucal,phicou1,203999661,FALSE,Grünkuckuck
Centropus bengalensis,Lesser Coucal,lescou1,249865961,FALSE,Bengalenkuckuck
Centropus violaceus,Violaceous Coucal,viocou1,203976811,FALSE,Purpurkuckuck
Centropus bernsteini,Black-billed Coucal,lebcou1,251041021,FALSE,Bernsteinkuckuck
Centropus phasianinus,Pheasant Coucal,phecou2,233567,TRUE,Fasankuckuck
Centropus spilopterus,Kai Coucal,,,FALSE,Fasanschwanzkuckuck (spilopterus)
Rhinortha chlorophaea,Raffles's Malkoha,rafmal1,541541851,FALSE,Raffleskuckuck
Ceuthmochares aereus,Chattering Yellowbill,yellow5,434335841,FALSE,Blauerzkuckuck
Ceuthmochares australis,Whistling Yellowbill,yellow6,211153291,FALSE,Grünerzkuckuck
Taccocua leschenaultii,Sirkeer Malkoha,sirmal1,371776741,FALSE,Sirkarkuckuck
Zanclostomus javanicus,Red-billed Malkoha,rebmal2,626123229,FALSE,Kastanienbauchkuckuck
Phaenicophaeus pyrrhocephalus,Red-faced Malkoha,refmal1,223439,FALSE,Nacktstirnkuckuck
Phaenicophaeus viridirostris,Blue-faced Malkoha,blfmal1,276002481,FALSE,Blauringkuckuck
Phaenicophaeus diardi,Black-bellied Malkoha,blbmal1,71314,FALSE,Diardkuckuck
Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,chbmal1,391945241,FALSE,Rotbauchkuckuck
Phaenicophaeus tristis,Green-billed Malkoha,grbmal1,204016461,FALSE,Grünschnabelkuckuck
Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,chbmal2,616241705,FALSE,Schimmerkuckuck
Phaenicophaeus oeneicaudus,Mentawai Malkoha,chbmal3,101923871,FALSE,Schimmerkuckuck (oeneicaudus)
Dasylophus superciliosus,Red-crested Malkoha,recmal1,202345281,FALSE,Rotbrauenkuckuck
Lepidogrammus cumingi,Scale-feathered Malkoha,scfmal1,282684261,FALSE,Schuppenhalskuckuck
Rhamphococcyx calyorhynchus,Yellow-billed Malkoha,yebmal1,640716477,FALSE,Buntschnabelkuckuck
Cuculus poliocephalus,Lesser Cuckoo,lescuc1,168997341,FALSE,Gackelkuckuck
Cuculus rochii,Madagascar Cuckoo,madcuc1,203951991,FALSE,Madagaskarkuckuck
Hypotaenidia torquata,Barred Rail,barrai1,203893411,FALSE,Zebraralle
Hypotaenidia insignis,New Britail Rail,,,FALSE,Bartralle
†Hypotaenidia poeciloptera,Bar-winged Rail,bawrai1,,FALSE,
Hypotaenidia tertia,Bougainville Rail,,,FALSE,
Hypotaenidia immaculata,Santa Isabel Rail,,,FALSE,
Hypotaenidia woodfordi,Guadalcanal Rail,,,FALSE,Salomonenralle
Hypotaenidia rovianae,Roviana Rail,rovrai1,,FALSE,Rovianaralle
Hypotaenidia owstoni,Guam Rail,guarai1,533472181,FALSE,Guamralle
†Hypotaenidia wakensis,Wake Rail,,,FALSE,
†Hypotaenidia dieffenbachii,Dieffenbach's Rail,dierai1,,FALSE,
Hypotaenidia sylvestris,Lord Howe Woodhen,,,FALSE,Lord-Howe-Ralle
Hypotaenidia philippensis,Buff-banded Rail,bubrai1,275668211,FALSE,
†Hypotaenidia pacifica,Tahiti Rail,tahrai1,,FALSE,
Dryolimnas cuvieri,White-throated Rail,whtrai1,93687,FALSE,Cuvierralle
†Dryolimnas augusti,Reunion Rail,reurai1,,FALSE,
Crex egregia,African Crake,afrcra1,81483851,FALSE,Savannenralle
Crex crex,Corncrake,corcra,237871791,FALSE,Wachtelkönig
Rougetius rougetii,Rouget's Rail,rourai1,642157786,FALSE,Äthiopienralle
Mundia elpenor,St Helena Crake,asccra1,,FALSE,Ascensionralle
†Atlantisia podarces,Inaccessible Rail,,,FALSE,
Atlantisia rogersi,Inaccessible Rail,,,FALSE,Atlantisralle
Aramides ypecaha,Giant Wood-rail,giwrai1,173660121,FALSE,Galeriewaldralle
Aramides wolfi,Brown Wood-rail,brwrai1,650930550,FALSE,Esmeraldasralle
Aramides mangle,Little Wood-rail,liwrai1,235037781,FALSE,Küstenralle
Aramides cajaneus,Grey-necked Wood-rail,gycwor1,2306,FALSE,Rotnacken-/Cayenneralle
Aramides axillaris,Rufous-necked Wood-rail,rnwrai1,132338891,FALSE,Braunkappenralle
Aramides calopterus,Red-winged Wood-rail,rwwrai1,,FALSE,Rotflügelralle
Aramides saracura,Slaty-breasted Wood-rail,sbwrai1,408793251,FALSE,Schieferbrustralle
Amaurolimnas concolor,Uniform Crake,unicra1,203931831,FALSE,Einfarbralle
Cyanolimnas cerverai,Zapata Rail,zaprai1,,FALSE,Kubasumpfhuhn
Neocrex colombiana,Colombian Crake,colcra2,,FALSE,Kolumbiensumpfhuhn
Neocrex erythrops,Paint-billed Crake,pabcra,281088611,FALSE,
Pardirallus maculatus,Spotted Rail,sporai,486677801,FALSE,Fleckenralle
Pardirallus nigricans,Blackish Rail,blarai1,323816731,FALSE,Dunkelralle
Pardirallus sanguinolentus,Plumbeous Rail,plurai1,31909,FALSE,Grauralle
Gymnocrex rosenbergii,Bald-faced Rail,bafrai2,,FALSE,Blaumaskenralle
Gymnocrex talaudensis,Talaud Rail,talrai1,,FALSE,Talaudralle
Gymnocrex plumbeiventris,Bare-eyed Rail,baerai1,182359,FALSE,Rostschwingenralle
Hapalocrex flaviventer,Yellow-breasted Crake,yebcra1,84256751,FALSE,Gelbbrust-Sumpfhuhn
Porzana fasciata,Black-banded Crake,blbcra1,31399941,FALSE,Streifenbauchralle
Porzana spiloptera,Dot-winged Crake,dowcra1,612246615,FALSE,Fleckensumpfhuhn
Porzana albicollis,Ash-throated Crake,astcra1,99135181,FALSE,Weißkehl-Sumpfhuhn
Porzana carolina,Sora,sora,234407911,FALSE,Carolinasumpfhuhn
Porzana porzana,Spotted Crake,spocra1,252565531,FALSE,Tüpfelsumpfhuhn
Porzana fluminea,Australian Crake,auscra1,193897861,FALSE,Flußsumpfhuhn
Zapornia fusca,Ruddy-breasted Crake,rubcra1,643602129,FALSE,Zimtsumpfhuhn
Zapornia paykullii,Band-bellied Crake,babcra1,44671811,FALSE,Mandarinsumpfhuhn
Zapornia akool,Brown Crake,brocra1,626690358,FALSE,Braunbauch-Kielralle
Zapornia flavirostra,Black Crake,blacra1,203935551,FALSE,Schwarzkielralle
Zapornia parva,Little Crake,litcra1,311053011,FALSE,Kleinsumpfhuhn
Zapornia pusilla,Baillon's Crake,baicra1,483230031,FALSE,Zwergsumpfhuhn
†Zapornia astrictocarpus,St Helena Rail,,,FALSE,
†Zapornia palmeri,Laysan Rail,layrai,,FALSE,
Zapornia olivieri,Sakalava Rail,sakrai1,203985871,FALSE,Malegassenkielralle
Zapornia bicolor,Black-tailed Crake,bltcra1,203925461,FALSE,Zweifarb-Sumpfhuhn
†Zapornia sandwichensis,Hawaiian Rail,hawrai,,FALSE,
†Zapornia nigra,Miller's Rail,milrai1,,FALSE,
Zapornia atra,Henderson Crake,heicra1,203895361,FALSE,Hendersonsumpfhuhn
Zapornia tabuensis,Spotless Crake,spocra2,203999161,TRUE,Südsee-Sumpfhuhn
†Zapornia monasa,Kosrae Crake,koscra1,,FALSE,
Amaurornis isabellina,Isabelline Bush-hen,isabuh1,204012791,FALSE,Isabellkielralle
Amaurornis olivacea,Plain Bush-hen,plabuh1,30137171,FALSE,Philippinenkielralle
Amaurornis magnirostris,Talaud Bush-hen,talbuh1,203893281,FALSE,Karakelong-Kielralle
Amaurornis moluccana,Pale-vented Bush-hen,rutbuh1,203886861,FALSE,Roststeiß-Kielralle
Amaurornis phoenicurus,White-breasted Waterhen,whbwat1,596624031,FALSE,Weißbrust-Kielralle
Amaurornis cinerea,White-browed Crake,whbcra1,346434421,FALSE,Weißbrauen-Sumpfhuhn
Amaurornis marginalis,Striped Crake,strcra1,650574370,FALSE,Tüpfelsumpfhuhn
Megacrex inepta,New Guinea Flightless Rail,ngfrai1,,FALSE,Baumralle
Gallicrex cinerea,Watercock,waterc1,369434801,FALSE,Schildralle
Porphyrio porphyrio,Purple Swamphen,purswa1,356004491,FALSE,Purpurhuhn
P. p. madagascariensis,African Swamphen,purswa2,137584541,FALSE,
P. p. poliocephalus,Grey-headed Swamphen,,,FALSE,
†Porphyrio albus,White Swamphen,,,FALSE,
†Porphyrio paepae,Marquesan Swamphen,marswa1,,FALSE,
†Porphyrio kukwiedei,New Caledonia Gallinule,,,FALSE,
GRUIFORMES,,,,FALSE,
HELIORNITHIDAE,Finfoots,,,FALSE,
Podica senegalensis,African Finfoot,afrfin1,618612784,FALSE,Binsenralle
Heliopais personata,Masked Finfoot,masfin3,,FALSE,Maskenbinsenralle
Heliornis fulica,Sungrebe,sungre1,203988221,TRUE,Zwergbinsenralle
RALLIDAE,Rails Gallinules Coots,,,FALSE,Rallidae unbestimmt
Sarothrura pulchra,White-spotted Flufftail,whsflu1,203965051,FALSE,Perlenralle
Sarothrura elegans,Buff-spotted Flufftail,busflu1,177489191,FALSE,Tropfenralle
Sarothrura rufa,Red-chested Flufftail,recflu1,177489341,FALSE,Rotbrustralle
Sarothrura lugens,Chestnut-headed Flufftail,chhflu1,24891,FALSE,Ugallaralle
Sarothrura boehmi,Streaky-breasted Flufftail,stbflu1,296704481,FALSE,Strichelbrustralle
Sarothrura affinis,Striped Flufftail,strflu1,575772991,FALSE,Streifenralle
Sarothrura insularis,Madagascar Flufftail,madflu1,506168581,FALSE,Merinaralle
Sarothrura ayresi,White-winged Flufftail,whwflu1,,FALSE,Spiegelralle
Sarothrura watersi,Slender-billed Flufftail,slbflu1,97586,FALSE,Lemurenralle
Himantornis haematopus,Nkulengu Rail,nkurai1,203974551,FALSE,Rotfußralle
Canirallus oculeus,Grey-throated Rail,gytrai1,613658922,FALSE,Augenralle
Mentocrex kioloides,Madagascar Wood-rail,madwor1,506168051,FALSE,Graukehlralle
Mentocrex beankaensis,Tsingy Wood-rail,tsiwor1,,FALSE,Tsingyralle
Rallicula rubra,Chestnut Forest-rail,chfrai1,609065712,FALSE,Kastanienralle
Rallicula leucospila,White-striped Forest-rail,wsfrai1,203997101,FALSE,Strichelralle
Rallicula forbesi,Forbes's Forest-rail,forrai1,100546,FALSE,Nymphenralle
Rallicula mayri,Mayr's Forest-rail,mayrai1,139541,FALSE,Zyklopenralle
Rallina tricolor,Red-necked Crake,rencra1,480338501,FALSE,Dreifarbenralle
Rallina canningi,Andaman Crake,andcra1,224649011,FALSE,Andamanenralle
Rallina fasciata,Red-legged Crake,relcra1,599026891,FALSE,Malaienralle
Rallina eurizonoides,Slaty-legged Crake,sllcra1,203895951,FALSE,Graubeinralle
Coturnicops exquisitus,Swinhoe's Rail,swirai1,31429111,FALSE,Mandschurenralle
Coturnicops noveboracensis,Yellow Rail,yelrai,128195241,FALSE,Gelbralle
Coturnicops notatus,Speckled Rail,sperai1,166734,FALSE,Darwinralle
Micropygia schomburgkii,Ocellated Crake,ocecra1,424945081,FALSE,Augenfleckenralle
Rufirallus castaneiceps,Chestnut-headed Crake,chhcra1,203999581,FALSE,Rotmaskenralle
Rufirallus viridis,Russet-crowned Crake,ruccra1,203931201,FALSE,Amazonienralle
Laterallus melanophaius,Rufous-sided Crake,ruscra1,161530141,FALSE,Rothalsralle
Laterallus levraudi,Rusty-flanked Crake,rufcra2,454845621,FALSE,Venezuelaralle
Laterallus ruber,Ruddy Crake,rudcra1,224201931,FALSE,Rubinralle
Laterallus albigularis,White-throated Crake,whtcra1,78967391,FALSE,Weißkehlralle
Laterallus exilis,Grey-breasted Crake,grbcra1,203932211,FALSE,Amazonasralle
Laterallus jamaicensis,Black Rail,blkrai,49998091,TRUE,Schieferralle
Laterallus tuerosi,Junin Rail,,,FALSE,Schieferralle (tuerosi)
Laterallus spilonota,Galapagos Rail,galrai1,203698271,FALSE,Galápagosralle
Laterallus leucopyrrhus,Red-and-white Crake,rawcra1,609184339,FALSE,Weißbrustralle
Laterallus xenopterus,Rufous-faced Crake,rufcra1,499624321,FALSE,Rotgesichtralle
Rallus longirostris,Mangrove Rail,manrai1,406587451,FALSE,Mangroveralle
Rallus tenuirostris,Mexican Rail,kinrai2,470683061,FALSE,Aztekenralle
Rallus obsoletus,Ridgway's Rail,ridrai1,323622841,FALSE,Ridgwayralle
Rallus elegans,King Rail,kinrai4,457670641,TRUE,Königsralle
Rallus crepitans,Clapper Rail,clarai11,30326001,FALSE,Klapperralle
Rallus wetmorei,Plain-flanked Rail,plfrai1,647207695,FALSE,Wetmoreralle
Rallus limicola,Virginia Rail,virrai,45633,TRUE,Virginiaralle
Rallus semiplumbeous,Bogota Rail,bograi1,621180909,FALSE,Bogotáralle
Rallus antarcticus,Austral Rail,ausrai1,28617701,FALSE,Magellanralle
Rallus aquaticus,Western Water Rail,watrai1,203920771,FALSE,Wasser-/Asienwasserralle
Rallus indicus,Eastern Water Rail,bncrai1,620128113,FALSE,Asienwasserralle
Rallus caerulescens,African Rail,afrrai1,46083,FALSE,Kapralle
Rallus madagascariensis,Madagascar Rail,madrai1,360288161,FALSE,Madagaskarralle
Aramidopsis plateni,Snoring Rail,plarai1,627891546,FALSE,Schnarchralle
Lewinia striata,Slaty-breasted Rail,slbrai1,375152391,FALSE,Graubrustralle
Lewinia mirifica,Brown-banded Rail,luzrai1,,FALSE,Luzonralle
Lewinia pectoralis,Lewin's Rail,lewrai1,27017081,FALSE,Krickralle
Lewinia muelleri,Auckland Rail,auirai1,,FALSE,Aucklandralle
Habroptila wallacii,Drummer Rail,,,FALSE,Trommelralle
Gallirallus calayanensis,Calayan Rail,calrai1,203997481,FALSE,Calayanralle
